Method,Path,QueryString,Body,UserNum,RemoteAddr,StatusCode,TimeStamp,SessionName,RoleName
POST,/,CreateTemporaryAccessCredentials,"Action: CreateTemporaryAccessCredentials  Account: pyoryo910@bangban.uk  Password: [REDACTED]  SessionName: console-generated-key  ",100,153.246.212.122,200,2026-04-01T14:37:38.116936986Z,console-generated-key, 
POST,/,ProtectedUpdateAccount,"Action: ProtectedUpdateAccount  ",100,153.246.212.122,200,2026-04-01T14:37:40.276971236Z,console-generated-key, 
GET,/v2/flags,,,100,153.246.212.122,200,2026-04-01T14:37:41.387004465Z,console-generated-key, 
GET,/v1/account/attribute/RegionURLs,,,100,153.246.212.122,200,2026-04-01T14:37:40.268457111Z,console-generated-key, 
GET,/v1/account/navigation-policy-permissions,permissionsToFetch=login,"permissionsToFetch: login  ",100,153.246.212.122,200,2026-04-01T14:37:41.325335767Z,console-generated-key, 
GET,/v1/account-attributes,,,100,153.246.212.122,200,2026-04-01T14:37:41.32182577Z,console-generated-key, 
GET,/v1/account/security-contacts,,,100,153.246.212.122,200,2026-04-01T14:37:41.346576234Z,console-generated-key, 
GET,/v1/is-sso-enabled,,,100,153.246.212.122,200,2026-04-01T14:37:41.604785161Z,console-generated-key, 
GET,/v1/account/attribute/EnableIAMUsersBillingAccess,,,100,153.246.212.122,200,2026-04-01T14:37:43.080241615Z,console-generated-key, 
GET,/v1/get-current-region,,,100,153.246.212.122,200,2026-04-01T14:37:43.112824222Z,console-generated-key, 
GET,/v1/account/navigation-policy-permissions,permissionsToFetch=bucket,"permissionsToFetch: bucket  ",100,153.246.212.122,200,2026-04-01T14:37:43.157804683Z,console-generated-key, 
GET,/v2/dashboard/storage-savings,,,100,153.246.212.122,200,2026-04-01T14:37:43.200559977Z,console-generated-key, 
GET,/v1/account/parent-account-details,,,100,153.246.212.122,200,2026-04-01T14:37:43.066416336Z,console-generated-key, 
POST,/,ListVirtualMFADevices,"Action: ListVirtualMFADevices  AssignmentStatus: Assigned  ",100,153.246.212.122,200,2026-04-01T14:37:43.123177328Z,console-generated-key, 
GET,/v1/account/user-language-preference,,,100,153.246.212.122,200,2026-04-01T14:37:43.088471629Z,console-generated-key, 
GET,/v2/dashboard/rcs-renewal,,,100,153.246.212.122,200,2026-04-01T14:37:43.113827361Z,console-generated-key, 
GET,/v2/dashboard/utilization,,,100,153.246.212.122,200,2026-04-01T14:37:43.130860717Z,console-generated-key, 
GET,/v1/account/account-plan,,,100,153.246.212.122,200,2026-04-01T14:37:43.065993844Z,console-generated-key, 
GET,/v2/dashboard/general,,,100,153.246.212.122,200,2026-04-01T14:37:43.166254996Z,console-generated-key, 
GET,/v2/dashboard/rcs-renewal,,,100,153.246.212.122,200,2026-04-01T14:37:43.238825739Z,console-generated-key, 
POST,/v1/account/user-language-preference,,"{""LanguagePreference"":""ja""}",100,153.246.212.122,200,2026-04-01T14:37:43.279961355Z,console-generated-key, 
GET,/v1/account/security-contacts,BucketName=&CyberLockBucketDelete=&CyberLockBucketAccess=,"BucketName:   CyberLockBucketDelete:   CyberLockBucketAccess:   ",100,153.246.212.122,200,2026-04-01T14:37:48.067900494Z,console-generated-key, 
GET,/v1/account/navigation-policy-permissions,permissionsToFetch=bucket,"permissionsToFetch: bucket  ",100,153.246.212.122,200,2026-04-01T14:37:48.0675266Z,console-generated-key, 
